"crAss"	"res"	"int1"	"mge"	"bp"	"country"	"rel_crAss"	"rel_res"	"rel_int"	"rel_mge"
"ERR011290"	0.00308041	6450	0	5470	1630652100	"European"	0.00188906634345855	3955.47278294371	NA	3354.48622057397
"ERR011291"	404.755	2635	0	2985	1268385300	"European"	319.110446959611	2077.4444484653	NA	2353.385836307
"ERR011292"	73.0765	3341	0	3293	1609703550	"European"	45.3974894942612	2075.53744911602	NA	2045.71829390573
"ERR011293"	0.432051	482	0	335	1016100600	"European"	0.425204945258373	474.362479463156	NA	329.69176477211
"ERR011294"	50.6149	7213	0	5897	1595704350	"European"	31.7194723446107	4520.26091174095	NA	3695.5467345815
"ERR011295"	22.0849	5940	0	7392	1741471950	"European"	12.681743165602	3410.90765200094	NA	4244.68507804562
"ERR011296"	5.05213	4392	0	6528	1576681050	"European"	3.20428155079304	2785.59826668812	NA	4140.34277890256
"ERR011297"	0.00154536	4725	1	3873	1335566550	"European"	0.00115708198891324	3537.82445359986	0.74874591610579	2899.89293307773
"ERR011298"	NA	4723	3	3766	1282881000	"European"	NA	3681.55736970148	2.33848657825628	2935.58015123772
"ERR011299"	0.00309071	7898	0	7233	1747558200	"European"	0.00176858773573321	4519.44890876882	NA	4138.91794848378
"ERR011300"	0.00154536	5320	0	1965	1375691550	"European"	0.00112333320648804	3867.1459456155	NA	1428.37251562678
"ERR011301"	0.00154536	6599	0	1512	1917340800	"European"	0.000805991297947657	3441.74598485569	NA	788.592200197273
"ERR011302"	NA	4072	0	921	1326784650	"European"	NA	3069.07379430415	NA	694.159372434705
"ERR011303"	42.7219	8347	1	8192	1562475750	"European"	27.3424403546743	5342.16291036837	0.64000993295416	5242.96137076047
"ERR011304"	20.565	11933	0	14305	1971887850	"European"	10.4290921007501	6051.56119806712	NA	7254.46936548648
"ERR011305"	0.00309071	13409	2	3910	1980692700	"European"	0.00156041873633401	6769.85379912795	1.00974775138011	1974.05685394812
"ERR011306"	0.00463607	7837	1	4704	1873379850	"European"	0.00247470901323082	4183.34808074294	0.53379457454931	2510.96967867995
"ERR011307"	0.00309071	14334	1	6558	1929840150	"European"	0.00160153679049532	7427.55818402887	0.518177632484224	3398.20891383154
"ERR011308"	NA	13535	0	5046	1115727900	"European"	NA	12131.0939701338	NA	4522.60806599889
"ERR011309"	39.0618	5359	0	3562	1489921650	"European"	26.2173517647723	3596.8334308049	NA	2390.7297407216
"ERR011310"	19.5772	6289	0	2285	1701986550	"European"	11.5025585836739	3695.09383020682	NA	1342.54879981278
"ERR011311"	0.169969	14264	0	2062	1670171550	"European"	0.101767390301912	8540.44005240061	NA	1234.60371481001
"ERR011312"	0.041704	16060	0	1925	1631361750	"European"	0.0255639192226985	9844.53632065359	NA	1179.99579185916
"ERR011313"	16.317	16080	1	5145	1395327000	"European"	11.6940330116166	11524.1803534225	0.71667788267553	3687.3077063656
"ERR011314"	8.9432	17803	4	7284	1639835550	"European"	5.45371759991421	10856.5764414609	2.43926898645416	4441.90882433303
"ERR011315"	NA	8316	0	1524	1552303650	"European"	NA	5357.19928249863	NA	981.76667947666
"ERR011316"	NA	10523	1	4970	1948732350	"European"	NA	5399.92062019189	0.513154102460505	2550.37588922871
"ERR011317"	227.498	6487	1	1341	1568691300	"European"	145.02407197643	4135.2941780196	0.637474052415539	854.852704289238
"ERR011318"	105.056	10589	0	2647	1831599900	"European"	57.3575047694641	5781.28443881221	NA	1445.18461701161
"ERR011319"	0.00927214	6718	0	1599	1516833750	"European"	0.00611282548268721	4428.96263351208	NA	1054.16958186749
"ERR011320"	0.018534	8706	0	1771	1703418300	"European"	0.010880474866332	5110.89965394877	NA	1039.67416576422
"ERR011321"	NA	4988	18	4600	1294207050	"European"	NA	3854.09737954989	13.9081300785682	3554.29990896743
"ERR011322"	0.00154536	9710	18	6600	1883355450	"European"	0.000820535496897306	5155.69166723148	9.55740988776176	3504.38362551265
"ERR011323"	0.00309071	6172	0	1823	1871972400	"European"	0.00165104464147014	3297.05715746664	NA	973.839144209605
"ERR011324"	0.00463607	8548	0	1717	1870721250	"European"	0.00247822597834926	4569.36061425506	NA	917.827816410382
"ERR011325"	NA	10403	1	3259	1690903500	"European"	NA	6152.33217034562	0.591399804897204	1927.37196415999
"ERR011326"	NA	15215	0	3519	1844059800	"European"	NA	8250.8170288187	NA	1908.28952510108
"ERR011327"	0.00927214	5514	0	1680	1611120900	"European"	0.00575508641219911	3422.46196421386	NA	1042.7522850706
"ERR011328"	NA	4534	1	1720	1483650300	"European"	NA	3055.97619600791	0.674013276578719	1159.3028357154
"ERR011329"	185.464	11931	0	3212	1589456100	"European"	116.683939871004	7506.34132015348	NA	2020.81705811189
"ERR011330"	20.1986	7985	0	2630	1272771600	"European"	15.8697758498068	6273.71006706938	NA	2066.35660318002
"ERR011331"	19.1386	7498	0	3184	1885782900	"European"	10.1488882946176	3976.06744657617	NA	1688.42341289657
"ERR011332"	6.3918	8847	0	5672	1832477550	"European"	3.48806456046351	4827.88997878855	NA	3095.26302245831
"ERR011333"	0.0139082	7237	14	2642	1685017200	"European"	0.00825404037418728	4294.91164837961	8.30852053023554	1567.93651720588
"ERR011334"	0.00309071	8764	20	2606	1801039350	"European"	0.00171607022356286	4866.07913369577	11.1046990727882	1446.9422891843
"ERR011335"	16.0154	6742	47	2805	857429850	"European"	18.6783793449692	7863.03392633228	54.8149799076857	3271.40465193742
"ERR011336"	11.3286	12403	109	6088	1643962200	"European"	6.89103435589942	7544.57736315348	66.3032276532879	3703.24816470841
"ERR011337"	0.0154536	9002	0	2775	1778932650	"European"	0.00868700678465821	5060.33772554571	NA	1559.92414889906
"ERR011338"	0.00772678	8953	0	2779	1849032750	"European"	0.00417882268445489	4841.99103558333	NA	1502.94796022407
"ERR011339"	0.00309071	8400	1	1649	1871940150	"European"	0.00165107308585694	4487.32295207195	0.534205113341898	880.90423190079
"ERR011340"	0.00772678	8059	1	1616	1820157750	"European"	0.00424511556759297	4427.63820883107	0.549402929498831	887.83513407011
"ERR011341"	0.0911554	5282	0	5774	1694257800	"European"	0.05380255590383	3117.58930665687	NA	3407.9819493822
"ERR011342"	0.0509865	6683	1	6396	1778975250	"European"	0.0286606010960523	3756.65709795569	0.562121367343362	3595.32826552815
"ERR011343"	14.0666	5725	0	2096	1629238650	"European"	8.63384869982062	3513.91123700632	NA	1286.49047209873
"ERR011344"	2.52687	4213	1	1983	1606318950	"European"	1.57308111194231	2622.76679236088	0.622541370130758	1234.49953696929
"ERR011345"	NA	6271	0	3297	1478757750	"European"	NA	4240.72164626018	NA	2229.57411381276
"ERR011346"	0.00463607	6432	1	2277	1259958900	"European"	0.00367954065803258	5104.92842266522	0.793676682628298	1807.20180634464
"ERR011347"	1.57728	8313	0	4011	1893165600	"European"	0.833144232073518	4391.05802471796	NA	2118.6736120707
"ERR011348"	0.492639	6032	0	4294	1605288150	"European"	0.306885091003755	3757.58084304055	NA	2674.90917440585
"ERR011349"	0.00772678	12058	0	3860	1969444950	"European"	0.00392332875310884	6122.53721537127	NA	1959.94307939402
"ERR011350"	0.00309071	9366	0	2465	1548272400	"European"	0.00199623141250855	6049.3231036089	NA	1592.09710125944
"SRS011061"	346.145	9809	0	8728	4748704252	"US"	72.8925158592925	2065.61610904043	NA	1837.97506368691
"SRS011084"	NA	50065	0	24885	21414680839	"US"	NA	2337.88214619676	NA	1162.05327490475
"SRS011134"	0.00208108	26286	0	3979	10830214698	"US"	0.000192155008744592	2427.09869868547	NA	367.398072056207
"SRS011239"	4.33732	71762	0	48084	11850431182	"US"	0.366005247689898	6055.6446341802	NA	4057.57387739919
"SRS011271"	NA	56020	0	14081	11890551374	"US"	NA	4711.30381072941	NA	1184.21758227206
"SRS011302"	6668.42	62507	0	4340	11680862133	"US"	570.884231324058	5351.23172316274	NA	371.547917489662
"SRS011405"	4264.98	78421	0	21192	11752108076	"US"	362.911910988113	6672.93046429264	NA	1803.25094552849
"SRS011452"	2378.14	8721	0	3026	3485573681	"US"	682.280800134375	2502.02715482347	NA	868.14977301867
"SRS011529"	101.312	44103	0	9454	11985715410	"US"	8.45272864692521	3679.63016735769	NA	788.772274044841
"SRS011586"	0.0225313	50156	0	15685	10930732755	"US"	0.00206127992560184	4588.53044202891	NA	1434.94497135384
"SRS012273"	NA	32978	1	18375	10132338272	"US"	NA	3254.72749869913	0.0986939019558229	1813.50044843825
"SRS012902"	1691.15	24562	20	57165	10004647741	"US"	169.036436242478	2455.05895218505	1.99907088362923	5713.84435313323
"SRS012969"	0.330881	39807	0	8697	12044606126	"US"	0.0274713009739477	3304.96486008545	NA	722.065952926952
"SRS013098"	0.201648	36969	0	16730	16402691082	"US"	0.0122935924960072	2253.83748405584	NA	1019.95458649826
"SRS013158"	NA	37671	0	86983	10684610921	"US"	NA	3525.72501502697	NA	8140.96092437393
"SRS013215"	NA	18684	1	3980	9523324515	"US"	NA	1961.91991258632	0.105005347494451	417.921283027915
"SRS013476"	NA	22561	2	4946	8308212904	"US"	NA	2715.50576046721	0.240725655819087	595.314546840602
"SRS013521"	0.0274043	58069	0	41903	10908829129	"US"	0.00251212111546862	5323.11940294578	NA	3841.20050873335
"SRS013687"	NA	50727	0	13255	10577921969	"US"	NA	4795.55437718885	NA	1253.08165808422
"SRS013800"	0.00208108	19025	0	8091	9477747685	"US"	0.000219575374779562	2007.33345435119	NA	853.683835960864
"SRS013951"	0.0102612	17361	0	7501	8386969910	"US"	0.0012234692755682	2069.99669562425	NA	894.363528245924
"SRS014235"	845.143	39421	0	7654	9163686209	"US"	92.2274050774407	4301.8714413511	NA	835.253393168649
"SRS014287"	7234.19	16676	0	3504	7549177268	"US"	958.27528526384	2208.98243715742	NA	464.156539925617
"SRS014313"	NA	27273	0	7679	10397764552	"US"	NA	2622.96764497846	NA	738.524128104339
"SRS014459"	NA	34440	0	10035	7791964280	"US"	NA	4419.93812630773	NA	1287.86524673339
"SRS014613"	NA	36568	0	10915	10255567868	"US"	NA	3565.67285894539	NA	1064.29991400648
"SRS014683"	638.221	45979	0	25274	8148873615	"US"	78.3201495265797	5642.37490631397	NA	3101.53294726243
"SRS014923"	0.108762	23508	0	11203	9586534516	"US"	0.0113452885209431	2452.1895749465	NA	1168.61833452976
"SRS014979"	6702.13	39567	0	9426	9430568642	"US"	710.681429129457	4195.61126184738	NA	999.515549679618
"SRS015133"	NA	40799	0	8343	9560627336	"US"	NA	4267.39779369641	NA	872.641481232608
"SRS015190"	NA	20546	0	22481	11293795039	"US"	NA	1819.22904825615	NA	1990.56206725623
"SRS015217"	NA	12996	0	7019	9065960175	"US"	NA	1433.49405348563	NA	774.214740028902
"SRS015264"	NA	24661	0	7805	6106294989	"US"	NA	4038.619169959	NA	1278.18914973156
"SRS015431"	20.3268	108883	0	30000	29811965202	"US"	0.681833614868044	3652.32547610432	NA	1006.30736003903
"SRS015578"	965.47	19899	1	6326	11136633646	"US"	86.6931633642068	1786.80565712487	0.0897937412495539	568.035207144678
"SRS015663"	0.00206047	45022	0	8320	10456788196	"US"	0.000197046163829558	4305.52853860252	NA	795.655400496935
"SRS015782"	1722.4	18865	0	20670	9883359257	"US"	174.272730072024	1908.76396470549	NA	2091.39417707195
"SRS015890"	6960.07	169582	0	30344	29195182395	"US"	238.397894071454	5808.56107372848	NA	1039.34956080962
"SRS015960"	NA	34108	0	16976	8854112458	"US"	NA	3852.22123186184	NA	1917.30115023122
"SRS016018"	NA	50084	0	7697	8077819968	"US"	NA	6200.18769895913	NA	952.856096136259
"SRS016056"	52.7749	25310	0	11576	8793364584	"US"	6.00167313613117	2878.30667752056	NA	1316.44717894026
"SRS016095"	4.32197	38618	0	10346	10216258674	"US"	0.423048215390166	3780.05307346821	NA	1012.69949500498
"SRS016203"	NA	15615	0	2578	2853803952	"US"	NA	5471.64425540048	NA	903.355676620074
"SRS016267"	NA	41945	0	18684	9272808990	"US"	NA	4523.44052867199	NA	2014.92341966164
"SRS016335"	3.77037	29221	0	9606	11282833636	"US"	0.334168713431166	2589.86358770415	NA	851.381870007394
"SRS016495"	7063.19	31843	1	5835	9098703998	"US"	776.285282118483	3499.72919297072	0.109905762427244	641.300123762967
"SRS016517"	6528.43	30698	1	6340	13088174424	"US"	498.803713070076	2345.47607676351	0.0764048497219202	484.406747236974
"SRS016585"	NA	6612	94	677096	10014598180	"US"	NA	660.236175346977	9.38629771364426	67610.9003906136
"SRS016753"	335.013	27188	0	10399	9857904755	"US"	33.9841993127474	2757.98972253308	NA	1054.88947788074
"SRS016954"	NA	45500	0	14765	10240321788	"US"	NA	4443.21974855503	NA	1441.84922170143
"SRS016989"	2430.56	45765	0	15730	11607009046	"US"	209.404506395006	3942.87622406666	NA	1355.21562339273
"SRS017103"	0.00208108	25513	0	27963	10561204251	"US"	0.000197049498384898	2415.72830083125	NA	2647.70942171223
"SRS017191"	0.0890846	19908	83	40507	9864239178	"US"	0.0090310665011736	2018.1992387614	8.41423230948344	4106.44949590658
"SRS017247"	0.183836	29619	3	11230	8272079606	"US"	0.022223673943691	3580.59900421128	0.362665755516183	1357.57881148225
"SRS017307"	NA	49436	0	7189	11630695367	"US"	NA	4250.47672904113	NA	618.10577726913
"SRS017433"	3980.15	22596	0	8896	10329163934	"US"	385.331283870782	2187.59234962104	NA	861.2507320866
"SRS017521"	973.391	82284	2	15866	9861797168	"US"	98.7032062633069	8343.71246926461	0.20280279201946	1608.83454909037
"SRS017701"	0.00208108	12875	0	9250	8704242524	"US"	0.000239088007286319	1479.16374853987	NA	1062.70016885389
"SRS017821"	3047.93	31474	1	6848	8147892021	"US"	374.075894985403	3862.8396054931	0.122731130631413	840.462782563917
"SRS018133"	49.0873	21823	0	13875	10699785141	"US"	4.58769025294767	2039.57366549142	NA	1296.75501116682
"SRS018313"	0.00208108	14825	1	7636	10497812885	"US"	0.000198239387841785	1412.1989182321	0.0952579371488769	727.389608068824
"SRS018351"	NA	25158	0	13592	9525859622	"US"	NA	2641.02149289472	NA	1426.85285521206
"SRS018427"	6.71001	32761	0	22780	8976643904	"US"	0.747496511141543	3649.58222141369	NA	2537.69674319477
"SRS018575"	NA	17179	0	15871	8902954598	"US"	NA	1929.58414096138	NA	1782.66662210828
"SRS018656"	NA	12267	0	3622	4684580575	"US"	NA	2618.59088633565	NA	773.174874892615
"SRS018817"	0.0177304	42134	0	7669	9370386481	"US"	0.0018921738218537	4496.50610307628	NA	818.429422900556
"SRS019267"	1.26397	49083	0	15613	11369826634	"US"	0.111168801485527	4316.95236699772	NA	1373.19596002558
"SRS019381"	NA	20016	0	7884	9839014109	"US"	NA	2034.35016743099	NA	801.299796164364
"SRS019397"	921.562	29786	0	9966	10540500484	"US"	87.4305732824442	2825.86202099358	NA	945.495900799771
"SRS019601"	NA	48359	4	19822	9674731519	"US"	NA	4998.48496105848	0.413448165682374	2048.84238503901
"SRS019968"	0.00208108	34756	0	11834	9246839607	"US"	0.000225058516038776	3758.68961474028	NA	1279.78860918508
"SRS020233"	NA	38641	0	21033	11001978383	"US"	NA	3512.18650453878	NA	1911.74707564411
"SRS020328"	NA	24121	0	5005	8825328432	"US"	NA	2733.15607298409	NA	567.117704294407
"SRS020869"	0.00207078	26326	1	7044	8758239728	"US"	0.00023643792180976	3005.8551509884	0.114178194598055	804.271202748699
"SRS022137"	325.081	34685	0	16789	8563317946	"US"	37.9620378514438	4050.41599748164	NA	1960.57183744325
"SRS022524"	NA	5160	0	2335	2074483496	"US"	NA	2487.36613713701	NA	1125.5813818246
"SRS022713"	NA	36904	14	12994	8751988570	"US"	NA	4216.64170432069	1.59963645839176	1484.69115288161
"SRS023346"	0.00412095	27992	0	44164	8207359951	"US"	0.000502104211902866	3410.59733789175	NA	5381.02389363573
"SRS043001"	0.00618142	51332	0	13903	10471889874	"US"	0.000590286956258723	4901.88501002565	NA	1327.64956156757
"SRS045004"	536.9	29192	0	37471	12546560045	"US"	42.7926059473141	2326.69352358725	NA	2986.55566670107
"SRS045528"	1323.02	49982	38	25056	17896419625	"US"	73.9265186960545	2792.84913112893	2.1233297383638	1400.05657695904
"SRS045713"	1982.99	37077	1	23044	9832120959	"US"	201.684866192054	3771.00730906498	0.101707455000809	2343.74659303863
"SRS045739"	271.687	28522	0	11625	10305320274	"US"	26.3637609289502	2767.69661123101	NA	1128.05809920624
"SRS048164"	700.462	31886	0	11955	8581005759	"US"	81.6293590370028	3715.88143575793	NA	1393.19333138324
"SRS049402"	37.4347	52236	0	19950	8074576098	"US"	4.6361195368847	6469.19409341357	NA	2470.71793712384
"SRS049712"	3.06356	30091	1	10688	11434377887	"US"	0.267925376463465	2631.62546291313	0.0874555668775756	934.725098787528
"SRS049896"	0.72776	48810	0	11298	18181857580	"US"	0.040026713266115	2684.54418286121	NA	621.388653512927
"SRS049900"	0.00206047	6321	0	17266	13477416296	"US"	0.000152883160595962	469.006808217093	NA	1281.10608300527
"SRS049959"	NA	46912	0	7223	10297603353	"US"	NA	4555.62312820421	NA	701.425346500234
"SRS050026"	2168.51	18157	0	6948	8823368686	"US"	245.768943492157	2057.83081792894	NA	787.454343942848
"SRS050752"	NA	17233	0	7718	9238950956	"US"	NA	1865.25505786006	NA	835.376227967499
"SRS052697"	281.676	28453	0	9168	8333888139	"US"	33.7988697834621	3414.13269837986	NA	1100.08675987582
"SRS053335"	4199.55	58303	0	69642	10679257982	"US"	393.243613655404	5459.4617058854	NA	6521.23959523989
"SRS053398"	139.463	22581	0	6417	9399852260	"US"	14.8367225507861	2402.27179911017	NA	682.670304011778
"SRS053573"	0.166476	12024	0	3806	8071299254	"US"	0.0206256755896515	1489.72298283218	NA	471.547377965674
"SRS053649"	0.235152	14332	0	12109	9149042782	"US"	0.0257023609576559	1566.50267590802	NA	1323.52643752235
"SRS054590"	0.00412095	55356	2	12935	8342432973	"US"	0.000493974601095066	6635.47434892888	0.239738216234153	1550.50691349438
"SRS054956"	NA	25842	18	4696	8791112950	"US"	NA	2939.55954689446	2.04752232196038	534.175823551442
"SRS056273"	0.220512	32309	0	21672	10161028038	"US"	0.0217017411206163	3179.69794780326	NA	2132.85505353902
"SRS058070"	566.518	32366	0	5082	9448018942	"US"	59.9615647976333	3425.69169247967	NA	537.890538873562
"SRS074670"	625.444	24544	0	17922	9039069538	"US"	69.1934050701403	2715.32372848972	NA	1982.72620037454
"SRS074964"	0.35367	14261	0	3773	10577199144	"US"	0.0334370181732488	1348.27753603275	NA	356.710689534504
"SRS075078"	0.183094	26823	0	18182	9184488732	"US"	0.0199351325199056	2920.46740789665	NA	1979.64203893587
"SRS075341"	2.79584	20885	0	5216	7413817938	"US"	0.377112039084443	2817.03707518263	NA	703.551131632874
"SRS076929"	0.00618142	31413	0	6886	11424007200	"US"	0.000541090345251183	2749.73566193131	NA	602.765726548212
"SRS077086"	NA	23344	0	6816	7339301600	"US"	NA	3180.68411304967	NA	928.698719780095
"SRS077335"	0.00618142	32008	0	6596	8298663200	"US"	0.000744869366430005	3857.00675260565	NA	794.826810178295
"SRS077502"	NA	14023	0	3741	6526755200	"US"	NA	2148.54082469647	NA	573.179150337981
"SRS077552"	243.568	64990	0	23323	21152635000	"US"	11.5147829100252	3072.43045606375	NA	1102.60494732689
"SRS077753"	871.537	53567	32	18860	14838193448	"US"	58.7360586080964	3610.07559226963	2.1565967657817	1271.04421883259
"SRS077849"	0.180951	26016	0	8978	8407071734	"US"	0.021523665519374	3094.53764915383	NA	1067.91047870938
"SRS078242"	686.22	32627	0	8978	9147575858	"US"	75.0165957246331	3566.7372981079	NA	981.462208061199
"SRS078419"	0.239252	20516	1	2878	10576230958	"US"	0.0226216693782606	1939.82148096732	0.0945516416926946	272.119624791575
"SRS078665"	122.354	20727	0	6169	10217507238	"US"	11.9749364644394	2028.57698234987	NA	603.767617316368
"SRS098514"	0.0206047	58171	0	17041	19942499000	"US"	0.00103320551752315	2916.93633781804	NA	854.506749630525
"SRS098717"	NA	18766	0	18663	10421768600	"US"	NA	1800.6540655681	NA	1790.77090619725
"SRS100021"	0.195549	5026	0	5199	9299443296	"US"	0.021028032945167	540.46245995842	NA	559.065724099448
"SRS101376"	152.976	14911	0	21125	7834241952	"US"	19.5265860994945	1903.31114246393	NA	2696.4957336564
"SRS101433"	376.706	16022	0	9742	5657219272	"US"	66.5885449879023	2832.13346162835	NA	1722.04744621043
"SRS103987"	1327.2	60078	0	11967	23343358400	"US"	56.8555722470508	2573.66566414882	NA	512.651170193231
"SRS104197"	4383.1	87867	0	87962	18684252000	"US"	234.587929985102	4702.73040633363	NA	4707.81490208974
"SRS104400"	0.00412095	100555	1	8886	18104977800	"US"	0.000227614197903076	5553.9974205326	0.0552334286761733	490.804247216475
"SRS105153"	0.0329367	58741	0	14947	19415485200	"US"	0.00169641395312645	3025.47164775465	NA	769.849418957606
"SRS140492"	395.378	56679	83	13115	11530327256	"US"	34.2902669821673	4915.6453881659	7.19840800327758	1137.43519232513
"SRS140513"	302.434	14946	0	6849	8309546942	"US"	36.3959674469578	1798.65401860317	NA	824.232662479133
"SRS140645"	0.482677	15283	0	9625	9238808754	"US"	0.0522445060669777	1654.21759524821	NA	1041.80097849009
"SRS142503"	103.332	54823	0	18375	18010283800	"US"	5.73738876896543	3043.98312701769	NA	1020.25044158382
"SRS142505"	NA	8176	0	3801	8154533800	"US"	NA	1002.63242516697	NA	466.121067521972
"SRS142712"	NA	46497	1	15780	9761228600	"US"	NA	4763.43725829759	0.102446120358251	1616.5997792532
"SRS142890"	0.00206047	22154	3	15556	9185054800	"US"	0.000224328547283137	2411.96165753959	0.326617539614461	1693.62081541419
"SRS143342"	NA	42270	0	16798	13253672600	"US"	NA	3189.30467619971	NA	1267.42228414485
"SRS143417"	0.0556328	49512	0	7475	12148980600	"US"	0.00457921547755208	4075.40365979348	NA	615.277960029008
"SRS143598"	0.0926802	65037	0	18367	18160481400	"US"	0.00510339995722801	3581.23766476807	NA	1011.37186814883
"SRS143876"	0.00618142	59649	0	35889	22457504800	"US"	0.000275249635035144	2656.083145978	NA	1598.08493061081
"SRS143991"	1656.03	17489	0	7302	7657183600	"US"	216.271423869215	2283.99904110958	NA	953.614328902862
"SRS144537"	NA	30157	0	5215	7452439000	"US"	NA	4046.59467860119	NA	699.770907215745
"SRS145497"	0.208108	15185	0	12670	9202605708	"US"	0.0226140298306041	1650.07612863381	NA	1376.78396771751
"SRS147445"	NA	1552	0	490	967309200	"US"	NA	1604.45077954391	NA	506.559846634354
"SRS147652"	NA	23538	0	13176	15725457800	"US"	NA	1496.80856985925	NA	837.877037830975
"SRS147766"	1394.14	130196	0	275266	26297135200	"US"	53.0149002694408	4950.95754764952	NA	10467.5280370464
"SRS147919"	0.0082419	31632	0	5997	17097341600	"US"	0.000482057397741881	1850.11218352214	NA	350.756283655232
