"crAss"	"res"	"bp"	"rel_crAss"	"rel_res"	"sample_id"	"project_id"	"mgrast_id"	"biome"	"feature"	"material"	"env_package"	"location"	"country"	"continent"	"latitude"	"longitude"	"collection_date"	"samp_collect_device"
"mgm4497412.3"	NA	239	2208308109	NA	108.227651307329	"mgs70466"	"mgp1519"	"mgs70466"	"Tropical and subtropical moist broadleaf forest biome"	"agricultural soil"	"bulk soil"	"soil"	"Amazonia"	"Brazil"	"-"	-11.6832502	-55.8357663	"2010-11-01"	"-"
"mgm4501939.3"	NA	208	13047562511	NA	15.9416749162644	"mgs77685"	"mgp2009"	"-"	"Small River biome"	"Subterrestrial Habitat"	"Water"	"water"	"Wyoming"	"USA"	"north america"	44.790975	108.263192	"2010-01-03"	"-"
"mgm4502539.3"	NA	227	4508333128	NA	50.3512037720031	"mgs79336"	"mgp2076"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.59845	-89.7643667	"2010-11-01"	"-"
"mgm4502540.3"	NA	545	10912054421	NA	49.9447655751386	"mgs79330"	"mgp2076"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.59845	-89.7643667	"2010-11-01"	"-"
"mgm4502541.3"	NA	384	7670038079	NA	50.0649404924552	"mgs79333"	"mgp2076"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5997833	-89.7643667	"2010-11-01"	"-"
"mgm4502542.3"	NA	684	12896510218	NA	53.0376038507939	"mgs79327"	"mgp2076"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5997833	-89.7643667	"2010-11-01"	"-"
"mgm4502543.3"	NA	386	7797789257	NA	49.5012095451915	"mgs79339"	"mgp2076"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5997833	-89.7643667	"2010-11-01"	"-"
"mgm4502923.3"	NA	346	5933527034	NA	58.3127030545859	"mgs79342"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Coulterville, IL"	"USA"	"north america"	38.198	-89.6276	"2010-10-29"	"-"
"mgm4502924.3"	NA	459	9074981065	NA	50.5786179290502	"mgs79366"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5853	-89.7607167	"2010-11-01"	"-"
"mgm4502925.3"	NA	453	8521586290	NA	53.1591166930494	"mgs79369"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Mansfield, IL"	"USA"	"north america"	40.21975	-88.4673667	"2010-11-02"	"-"
"mgm4502926.3"	NA	316	5223327114	NA	60.4978384664116	"mgs79372"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Mansfield, IL"	"USA"	"north america"	40.2212833	-88.4665333	"2010-11-02"	"-"
"mgm4502927.3"	NA	621	10604004797	NA	58.5627799956945	"mgs79375"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Urbana, IL"	"USA"	"north america"	40.0776667	-88.2178667	"2010-11-02"	"-"
"mgm4502928.3"	NA	433	7739299626	NA	55.9482150743132	"mgs79378"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Urbana, IL"	"USA"	"north america"	40.0776833	-88.2157167	"2010-11-02"	"-"
"mgm4502929.3"	NA	484	8625044328	NA	56.1156536238036	"mgs79345"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Coulterville, IL"	"USA"	"north america"	38.1986167	-89.6272	"2010-10-29"	"-"
"mgm4502930.3"	NA	592	11890908183	NA	49.7859365230287	"mgs79348"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Wrights IL"	"USA"	"north america"	39.3767667	-90.3235	"2010-10-29"	"-"
"mgm4502931.3"	NA	482	8981830178	NA	53.6638959374455	"mgs79351"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Wrights IL"	"USA"	"north america"	39.3756667	-90.3237167	"2010-10-29"	"-"
"mgm4502932.3"	NA	529	10157345768	NA	52.0805348250108	"mgs79354"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Wrights IL"	"USA"	"north america"	39.3784833	-90.3239167	"2010-10-29"	"-"
"mgm4502933.3"	NA	326	6467908385	NA	50.4026928946675	"mgs79357"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Wrights IL"	"USA"	"north america"	39.3788	-90.3226167	"2010-10-29"	"-"
"mgm4502934.3"	NA	306	6115450213	NA	50.0371991173301	"mgs79360"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5976167	-89.7643167	"2010-11-01"	"-"
"mgm4502935.3"	NA	548	9609029450	NA	57.0296930456384	"mgs79363"	"mgp2205"	"-"	"Prairie Division (250)"	"field"	"arable soil"	"plant-associated"	"Auburn, IL"	"USA"	"north america"	39.5997167	-89.7609333	"2010-11-01"	"-"
"mgm4503376.3"	NA	473	9330322723	NA	50.6949238566011	"mgs79321"	"mgp1310"	"-"	"marine bathyal zone biome"	"continental slope"	"sulphate-reducing sediment"	"sediment"	"Peru_Margin"	"Peru"	"south america"	-10.9762016666667	-77.95765	"2002-03-28"	"APC_Drilled_Whole_round_core_sample"
"mgm4503377.3"	NA	439	9236966010	NA	47.5264279986238	"mgs79324"	"mgp1310"	"-"	"marine bathyal zone biome"	"continental slope"	"sulphate-reducing sediment"	"sediment"	"Peru_Margin"	"Peru"	"south america"	-10.9762016666667	-77.95765	"2002-03-28"	"APC_Drilled_Whole_round_core_sample"
"mgm4506440.3"	NA	12216	5621195598	NA	2173.20315349752	"mgs186826"	"mgp2562"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Singapore Zoological Gardens"	"Singapore"	"-"	1.4038	103.7941	"2011-05-09"	"-"
"mgm4506441.3"	NA	15046	5622235197	NA	2676.15983195233	"mgs186826"	"mgp2562"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Singapore Zoological Gardens"	"Singapore"	"-"	1.4038	103.7941	"2011-05-09"	"-"
"mgm4507319.3"	NA	42851	2801079279	NA	15298.0318412473	"mgs87745"	"mgp2658"	"-"	"marine biome"	"bay"	"sea water"	"water"	"Gulf of Mexico, area of Deepwater Horizon"	"USA"	"-"	28.7051	-88.40165	"2011-09-09"	"-"
"mgm4508047.3"	NA	1587	1207546558	NA	1314.2350408654	"mgs88970"	"mgp2734"	"-"	"marine biome"	"bay"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	29.1916916666667	-88.5978433333333	"2011-11-16"	"-"
"mgm4508937.3"	NA	135	7221927724	NA	18.6930699335811	"mgs94810"	"mgp2850"	"-"	"Temperate broadleaf and mixed forest biome"	"farm"	"agricultural soil"	"soil"	"Midwest (Richmond, Indiana)"	"USA"	"north america"	39.765383	-84.847958	"2012-07-11"	"corer"
"mgm4508939.3"	0.0125792	27	2988536682	0.00420915027604135	9.03452186570819	"mgs94816"	"mgp2850"	"-"	"Temperate broadleaf and mixed forest biome"	"farm"	"agricultural soil"	"soil"	"Midwest (Richmond, Indiana)"	"USA"	"north america"	39.812644	-84.910717	"2012-07-11"	"corer"
"mgm4508940.3"	0.00385309	30	3080986400	0.00125060272904807	9.73714132590783	"mgs94819"	"mgp2850"	"-"	"Temperate broadleaf and mixed forest biome"	"farm"	"agricultural soil"	"soil"	"Midwest (Richmond, Indiana)"	"USA"	"north america"	39.801142	-84.92135	"2012-07-11"	"corer"
"mgm4508941.3"	NA	11	1996613344	NA	5.50932910122832	"mgs94822"	"mgp2850"	"-"	"Temperate broadleaf and mixed forest biome"	"canopy"	"leafy wood soil"	"soil"	"Midwest (Richmond, Indiana)"	"USA"	"north america"	39.750944	-84.918778	"2012-07-11"	"corer"
"mgm4508942.3"	NA	21	3887228119	NA	5.40230708286868	"mgs94825"	"mgp2850"	"-"	"Temperate broadleaf and mixed forest biome"	"canopy"	"leafy wood soil"	"soil"	"Midwest (Richmond, Indiana)"	"USA"	"north america"	39.795592	-84.922042	"2012-07-11"	"corer"
"mgm4510162.3"	NA	739	46428802615	NA	15.916843820591	"mgs92509"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.742303	-88.362169	"2010-10-17"	"-"
"mgm4510163.3"	NA	183	14544615494	NA	12.5819757885997	"mgs92512"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.731703	-88.358731	"2010-10-17"	"-"
"mgm4510164.3"	NA	301	18850838768	NA	15.9674592576198	"mgs92515"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.704972	-88.370508	"2010-10-17"	"-"
"mgm4510165.3"	NA	273	16753934944	NA	16.2946794835065	"mgs92518"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.740483	88.368058	"2010-10-17"	"-"
"mgm4510166.3"	NA	278	20590651234	NA	13.5012728272021	"mgs92521"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.745108	-88.359144	"2010-10-17"	"-"
"mgm4510167.3"	NA	224	15429931600	NA	14.5172386895092	"mgs92524"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.742525	-88.3705	"2010-10-17"	"-"
"mgm4510168.3"	NA	231	26836916848	NA	8.60754613908695	"mgs92527"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.74491944	-88.374242	"2010-10-17"	"-"
"mgm4510169.3"	NA	250	18327928034	NA	13.6403852926652	"mgs92530"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.704972	-88.492633	"2010-10-17"	"-"
"mgm4510170.3"	NA	236	28746267106	NA	8.20976160590748	"mgs92533"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.672508	-88.435906	"2010-10-17"	"-"
"mgm4510171.3"	NA	286	34766550876	NA	8.22629777167315	"mgs92536"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.639058	-88.471317	"2010-10-17"	"-"
"mgm4510172.3"	NA	245	35839648404	NA	6.83600456227288	"mgs92539"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.41556667	-88.704275	"2010-10-17"	"-"
"mgm4510173.3"	NA	214	37220314566	NA	5.7495483983761	"mgs92542"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.575208	-88.537842	"2010-10-17"	"-"
"mgm4510174.3"	NA	178	22973808450	NA	7.74795351791139	"mgs92545"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.51414444	-88.60056944	"2010-10-17"	"-"
"mgm4510175.3"	NA	183	28187762423	NA	6.49217902626708	"mgs92548"	"mgp3023"	"-"	"marine benthic biome"	"ocean"	"marine sediment"	"sediment"	"Gulf of Mexico"	"USA"	"-"	28.345175	-88.778517	"2010-10-17"	"-"
"mgm4510219.3"	NA	17	9707326799	NA	1.7512545268128	"mgs92686"	"mgp2608"	"-"	"Mangrove Biome"	"Wetland"	"Peat soil"	"soil"	"Batu Maung, Pulau Pinang"	"Malaysia"	"asia"	5.289225	100.281947	"2011-07-05"	"-"
"mgm4511046.3"	NA	212	1358449327	NA	156.060293002008	"mgs95344"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-04-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511047.3"	NA	146	2469274595	NA	59.1266764318693	"mgs95347"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-04-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511048.3"	NA	308	3054641072	NA	100.830177012692	"mgs95350"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-04-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511049.3"	NA	115	1642110058	NA	70.0318467935479	"mgs95353"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-04-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511050.3"	NA	292	3862082352	NA	75.6068807928931	"mgs95356"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-04-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511060.3"	NA	16	1500823845	NA	10.6608114292054	"mgs95374"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-08-20"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511061.3"	NA	47	11397234830	NA	4.12380728317414	"mgs95359"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-08-20"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511062.3"	NA	173	5816909389	NA	29.7408792935901	"mgs95362"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-08-20"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511063.3"	NA	33	2030752854	NA	16.2501310462273	"mgs95365"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-08-20"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511065.3"	NA	68	2645157702	NA	25.7073519467612	"mgs95371"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-08-20"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511111.3"	NA	136	1421723152	NA	95.6585674283231	"mgs95392"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-12-17"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511112.3"	NA	55	1610843558	NA	34.1436011752049	"mgs95377"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-12-17"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511113.3"	NA	87	1870672332	NA	46.5073431149673	"mgs95380"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-12-17"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511114.3"	NA	183	2418093460	NA	75.6794569883995	"mgs95383"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-12-17"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511115.3"	NA	243	4182912482	NA	58.0934937189537	"mgs95386"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2010-12-17"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511134.3"	NA	89	1386048099	NA	64.211335857833	"mgs95410"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511135.3"	NA	573	5702353178	NA	100.484831807799	"mgs95413"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511136.3"	NA	122	1435016081	NA	85.0164688851316	"mgs95416"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511138.3"	NA	112	1367121173	NA	81.9239744156899	"mgs95398"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511139.3"	NA	122	1455850492	NA	83.7998136968037	"mgs95401"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511140.3"	NA	230	1839517877	NA	125.032761505476	"mgs95404"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511141.3"	NA	253	3029991061	NA	83.4985961696209	"mgs95407"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-02-28"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511142.3"	NA	11	1410365516	NA	7.79939659273405	"mgs95419"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511143.3"	NA	30	3061725370	NA	9.79839677782727	"mgs95422"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511144.3"	NA	15	1189164561	NA	12.6138975983157	"mgs95425"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511145.3"	NA	38	1920841970	NA	19.7829913097953	"mgs95428"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511146.3"	NA	8	2400079780	NA	3.33322253146102	"mgs95431"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511147.3"	NA	12	2646757137	NA	4.53385005834028	"mgs95434"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-06-10"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511148.3"	NA	10	1553708329	NA	6.43621445116164	"mgs95443"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511149.3"	NA	83	1549753341	NA	53.5569098669877	"mgs95446"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511150.3"	NA	64	1312571958	NA	48.7592315300705	"mgs95449"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511151.3"	NA	9	796385456	NA	11.3010602242842	"mgs95452"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511152.3"	NA	85	1576668025	NA	53.9111586283359	"mgs95437"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511153.3"	NA	61	1729389527	NA	35.2725623971007	"mgs95440"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-09-21"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511178.3"	NA	38	1506654053	NA	25.2214500895781	"mgs95479"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511179.3"	NA	81	1929427607	NA	41.9813626104086	"mgs95482"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511180.3"	NA	81	1697231171	NA	47.724789282697	"mgs95485"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511182.3"	NA	41	2873567719	NA	14.2679776533222	"mgs95467"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511183.3"	NA	95	2504660792	NA	37.9292877915582	"mgs95470"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511184.3"	NA	177	2974203492	NA	59.5117316202788	"mgs95473"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511185.3"	NA	115	1930359270	NA	59.5744024375317	"mgs95476"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2011-12-14"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511186.3"	NA	74	1848482499	NA	40.0328377682953	"mgs95488"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511187.3"	NA	30	1268483420	NA	23.65028941411	"mgs95491"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511188.3"	NA	49	1097469310	NA	44.6481733507427	"mgs95497"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511189.3"	NA	87	1892644838	NA	45.9674199053293	"mgs95500"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511190.3"	NA	79	1388048614	NA	56.9144331136517	"mgs95503"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511191.3"	NA	51	1242609988	NA	41.0426445083427	"mgs95506"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511192.3"	NA	108	2369616438	NA	45.5769964573482	"mgs95509"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
"mgm4511193.3"	NA	69	3451213492	NA	19.9929677372738	"mgs95494"	"mgp1992"	"-"	"Montane grasslands and shrubland biome"	"meadow"	"soil"	"soil"	"Loma_Ridge"	"United States of America"	"north america"	33.739556	-117.703419	"2012-03-12"	"Direct DNA extraction using a protocol derived from Hanson et al. 2008"
