"crAss"	"res"	"bp"	"rel_crAss"	"rel_res"	"sample_id"	"project_id"	"mgrast_id"	"biome"	"feature"	"material"	"env_package"	"location"	"country"	"continent"	"latitude"	"longitude"	"collection_date"	"samp_collect_device"
"mgm4536383.3"	NA	160	2532815598	NA	63.1708049043687	"mgs132863"	"mgp5969"	"-"	"small lake biome"	"water well"	"ground water"	"water"	"Tulum, Quintana Roo"	"Mexico"	"north america"	-87.333573	20.370214	"2009-03-12"	"Water samples were collected from the well by peristaltic  pumping the water from the given depth"
"mgm4536384.3"	NA	325	1214837916	NA	267.525400483137	"mgs132836"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"mesotrophic water"	"water"	"Cenote Xcolac, Yucatan"	"Mexico"	"north america"	-88.866947	20.909567	"2009-07-19"	"Water samples were collected from the cenote by peristaltic pumping the water from given depth"
"mgm4536385.3"	NA	134	1959099211	NA	68.3987820767899	"mgs132827"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"mesotrophic water"	"water"	"Cenote Xcolac, Yucatan"	"Mexico"	"north america"	-88.866947	20.909567	"2009-03-12"	"Water samples were collected from the cenote by peristaltic pumping the water from given depth"
"mgm4536386.3"	NA	2277	2773943481	NA	820.85306193014	"mgs132839"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"brackish water"	"water"	"Cenote Xcolac, Yucatan"	"Mexico"	"north america"	-88.866947	20.909567	"2009-07-19"	"Water samples were collected from the cenote by peristaltic pumping the water from given depth"
"mgm4536387.3"	NA	321	2253571565	NA	142.440561899795	"mgs132830"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"brackish water"	"water"	"Cenote Xcolac, Yucatan"	"Mexico"	"north america"	-88.866947	20.909567	"2008-12-09"	"Water samples were collected from the cenote by peristaltic pumping the water from given depth"
"mgm4536388.3"	NA	466	2790078192	NA	167.020408724086	"mgs132842"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"anoxic water"	"water"	"Cenote Xcolac, Yucatan"	"Mexico"	"north america"	-88.866947	20.909567	"2009-07-19"	"Water samples were collected from the cenote by peristaltic pumping the water from given depth"
"mgm4536472.3"	NA	67	6018316547	NA	11.1326812866628	"mgs133014"	"mgp5998"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Welkom"	"South Africa"	"africa"	-28.24	26.796	"2012-07-27"	"-"
"mgm4536473.3"	NA	1	621395058	NA	1.60928219033245	"mgs133017"	"mgp5999"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Carletonville"	"South Africa"	"africa"	-26.42	27.796	"2011-07-28"	"-"
"mgm4536476.3"	NA	18	5756131960	NA	3.12709995620045	"mgs133026"	"mgp6001"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Carletonville"	"South Africa"	"africa"	-26.417	27.427	"2012-03-06"	"-"
"mgm4537093.3"	NA	18	21633241110	NA	0.83205285368356	"mgs134261"	"mgp6095"	"mgs134261"	"marine benthic biome"	"biofilm"	"marine sediment"	"water"	"Santa Barbara, CA"	"USA"	"-"	34.15	-119.84578	"2013-02-01"	"-"
"mgm4537104.3"	NA	58	2063511616	NA	28.1074259772909	"mgs134278"	"mgp6099"	"-"	"marginal sea biome"	"ice mass"	"coastal water"	"water"	"Barrow, Alaska"	"USA"	"-"	71.36816	-156.69784	"2010-04-21"	"-"
"mgm4537105.3"	NA	45	2074982852	NA	21.6869262108003	"mgs134278"	"mgp6099"	"-"	"marginal sea biome"	"ice mass"	"coastal water"	"water"	"Barrow, Alaska"	"USA"	"-"	71.36816	-156.69784	"2010-04-21"	"-"
"mgm4539063.3"	NA	52	7706024015	NA	6.74796755094203	"mgs137954"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4539064.3"	NA	92	7591517686	NA	12.1187888647962	"mgs137957"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4539514.3"	NA	317	7143748431	NA	44.3744629394271	"mgs158489"	"mgp6368"	"mgs158489"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539515.3"	NA	308	7763955924	NA	39.6704982633799	"mgs158492"	"mgp6368"	"mgs158492"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539516.3"	NA	229	5500937083	NA	41.6292708941714	"mgs158495"	"mgp6368"	"mgs158495"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539517.3"	NA	689	7904832499	NA	87.1618721949089	"mgs158498"	"mgp6368"	"mgs158498"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539518.3"	NA	292	3708849455	NA	78.7306153951185	"mgs158501"	"mgp6368"	"mgs158501"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539519.3"	NA	654	7602022910	NA	86.0297328412024	"mgs158504"	"mgp6368"	"mgs158504"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539520.3"	NA	640	7772737156	NA	82.3390765897655	"mgs158507"	"mgp6368"	"mgs158507"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539521.3"	NA	477	5639635894	NA	84.5799283793267	"mgs158510"	"mgp6368"	"mgs158510"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539522.3"	NA	700	8298450011	NA	84.353101973515	"mgs158513"	"mgp6368"	"mgs158513"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539523.3"	NA	699	8223202056	NA	85.0033837475731	"mgs158516"	"mgp6368"	"mgs158516"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539524.3"	NA	717	7940446217	NA	90.2971924254014	"mgs158519"	"mgp6368"	"mgs158519"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539525.3"	NA	506	5883681336	NA	86.0005787369855	"mgs158522"	"mgp6368"	"mgs158522"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539526.3"	NA	647	7868969289	NA	82.2216959093281	"mgs158525"	"mgp6368"	"mgs158525"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539527.3"	NA	689	7664935098	NA	89.8898674536435	"mgs158528"	"mgp6368"	"mgs158528"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.771111	-92.961667	"2009-06-28"	"-"
"mgm4539529.3"	NA	2357	979905927	NA	2405.33293559719	"mgs138754"	"mgp6153"	"mgs138754"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539531.3"	0.00515119	1700	978844300	0.00526252234395194	1736.74199257226	"mgs138757"	"mgp6153"	"mgs138757"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539571.3"	NA	1599	18328576290	NA	87.2408186375288	"mgs158534"	"mgp6377"	"mgs158534"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539572.3"	NA	1629	18724092302	NA	87.0002120116658	"mgs158537"	"mgp6377"	"mgs158537"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539573.3"	NA	1634	18569808348	NA	87.9922920785547	"mgs158540"	"mgp6377"	"mgs158540"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539574.3"	NA	1485	17649818427	NA	84.1368428883271	"mgs158543"	"mgp6377"	"mgs158543"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539575.3"	NA	1674	19954890565	NA	83.8892097427045	"mgs158546"	"mgp6377"	"mgs158546"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539576.3"	NA	1611	18582589285	NA	86.6940540573864	"mgs158549"	"mgp6377"	"mgs158549"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539577.3"	NA	1571	18579802988	NA	84.5541796656644	"mgs158552"	"mgp6377"	"mgs158552"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539578.3"	NA	944	9746152379	NA	96.8587359699027	"mgs158555"	"mgp6377"	"mgs158555"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539579.3"	NA	1025	11583241547	NA	88.489909827139	"mgs158558"	"mgp6377"	"mgs158558"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539580.3"	NA	1172	12351703559	NA	94.8856968920719	"mgs158561"	"mgp6377"	"mgs158561"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539581.3"	NA	1031	11004781140	NA	93.6865519526361	"mgs158564"	"mgp6377"	"mgs158564"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539582.3"	NA	1031	11307462276	NA	91.1787255915317	"mgs158567"	"mgp6377"	"mgs158567"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539583.3"	NA	1018	12018340835	NA	84.7038716887912	"mgs158570"	"mgp6377"	"mgs158570"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539584.3"	NA	1081	11999335511	NA	90.0883218915771	"mgs158573"	"mgp6377"	"mgs158573"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539585.3"	NA	272	1621837703	NA	167.710985813727	"mgs158576"	"mgp6377"	"mgs158576"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539586.3"	NA	785	4512525899	NA	173.960220410914	"mgs158579"	"mgp6377"	"mgs158579"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539587.3"	NA	796	4452926593	NA	178.758841713518	"mgs158582"	"mgp6377"	"mgs158582"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539588.3"	NA	812	4546163216	NA	178.61215302218	"mgs158585"	"mgp6377"	"mgs158585"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539589.3"	NA	846	4589553132	NA	184.331671443432	"mgs158588"	"mgp6377"	"mgs158588"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539590.3"	NA	760	4582621593	NA	165.843935523917	"mgs158591"	"mgp6377"	"mgs158591"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539591.3"	NA	805	4565995156	NA	176.303296980545	"mgs158594"	"mgp6377"	"mgs158594"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539592.3"	NA	320	4586417918	NA	69.7712257629463	"mgs158597"	"mgp6377"	"mgs158597"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539593.3"	NA	362	4175070745	NA	86.7051176159172	"mgs158600"	"mgp6377"	"mgs158600"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539594.3"	NA	345	4216911842	NA	81.8134248299517	"mgs158603"	"mgp6377"	"mgs158603"	"terrestrial biome"	"terrestrial habitat"	"soil"	"soil"	"Iowa"	"USA"	"-"	41.827222	-93.008611	"2009-06-28"	"-"
"mgm4539686.3"	NA	3384	1427548162	NA	2370.49795592115	"mgs139057"	"mgp6153"	"mgs139057"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539799.3"	NA	570	1129385882	NA	504.699066177985	"mgs139231"	"mgp6153"	"mgs139231"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539802.3"	NA	1097	1293261946	NA	848.242696224822	"mgs139237"	"mgp6153"	"mgs139237"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539918.3"	NA	1458	1069757369	NA	1362.92587669943	"mgs139349"	"mgp6153"	"mgs139349"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539994.3"	NA	1805	1179804920	NA	1529.9139454343	"mgs139589"	"mgp6153"	"mgs139589"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4539998.3"	0.000813888	1527	1044672644	0.000779084246796837	1461.70191090023	"mgs139601"	"mgp6153"	"mgs139601"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4540053.3"	0.443517	1184	1617045109	0.274276207590941	732.199734818901	"mgs139751"	"mgp6153"	"mgs139751"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4541194.3"	NA	3485	1075216415	NA	3241.20795719065	"mgs140503"	"mgp6153"	"mgs140503"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4541641.3"	NA	86	7479327866	NA	11.4983594168861	"mgs141378"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541642.3"	NA	97	8527044623	NA	11.3755708206759	"mgs141381"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541644.3"	NA	55	6828297035	NA	8.05471696941198	"mgs141384"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541645.3"	NA	108	10429280676	NA	10.355460108436	"mgs141387"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541646.3"	NA	108	11363565220	NA	9.50405950149508	"mgs141390"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541647.3"	NA	24	2139561561	NA	11.2172514394878	"mgs141393"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541648.3"	NA	102	7349781732	NA	13.8779631449333	"mgs141396"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541649.3"	NA	114	8628722428	NA	13.2116893261131	"mgs141399"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541650.3"	NA	85	7235570185	NA	11.7475192454373	"mgs141402"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4541651.3"	NA	165	8488759603	NA	19.4374688077735	"mgs141405"	"mgp5588"	"-"	"grassland biome"	"grassland"	"bulk soil"	"soil"	"2660 Fawn Lake Dr NE  Bethel, MN 55005"	"USA"	"-"	45.4026492	-93.2020664	"2013-06-05"	"-"
"mgm4543593.3"	NA	1	2220801616	NA	0.450287856779009	"mgs145338"	"mgp5712"	"-"	"urban biome"	"microbial feature"	"biological product"	"human-gut"	"University of Malaya"	"Malaysia"	"-"	3.124747	101.653404	"2012-06-29"	"Gastroscopy"
"mgm4543595.3"	NA	1	2273428889	NA	0.439864209009794	"mgs145332"	"mgp5712"	"-"	"urban biome"	"microbial feature"	"biological product"	"human-gut"	"University of Malaya"	"Malaysia"	"-"	3.124747	101.653404	"2012-06-29"	"Gastroscopy"
"mgm4543596.3"	NA	1	2638431501	NA	0.379013061214963	"mgs145335"	"mgp5712"	"-"	"urban biome"	"microbial feature"	"biological product"	"human-gut"	"University of Malaya"	"Malaysia"	"-"	3.124747	101.653404	"2012-06-29"	"Gastroscopy"
"mgm4544263.3"	15.3644	5921	4880392873	3.14818917243345	1213.22199955602	"mgs146374"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544264.3"	13.0909	5762	5609113075	2.33386273818343	1027.25688053632	"mgs146371"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544265.3"	43.928	17905	13505497399	3.25260141868248	1325.75642873588	"mgs146365"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544266.3"	16.1152	7124	7007584275	2.29967979942703	1016.61281840239	"mgs146368"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544267.3"	2.33347	4232	4469389000	0.522100448182067	946.885581004473	"mgs146377"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544310.3"	10.8064	7651	14000744300	0.771844679714635	546.470947262425	"mgs146458"	"mgp6698"	"-"	"terrestrial biome"	"microbial feature"	"organic material"	"host-associated"	"665 Huntington Ave, Boston, MA 02115"	"USA"	"-"	42.3353279	-71.10197	"2010-07-01"	"-"
"mgm4544589.3"	NA	11	1534253271	NA	7.16961156799776	"mgs146947"	"mgp6957"	"-"	"terrestrial biome"	"organic feature"	"feces"	"host-associated"	"Chapel Hill, NC"	"USA"	"-"	35.9086	79.0424	"2011-01-11"	"-"
"mgm4548349.3"	NA	22	1672672449	NA	13.1526049903869	"mgs153269"	"mgp7332"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.4785962	6.1560311	"2013-08-15"	"-"
"mgm4548350.3"	NA	17	1291563284	NA	13.1623438128023	"mgs153272"	"mgp7332"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.4785962	6.1560311	"2013-08-15"	"-"
"mgm4548364.3"	0.03271	2478	1081845059	0.0302353832721992	2290.5313282944	"mgs153275"	"mgp6153"	"mgs153275"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Bruxelles"	"Belgium"	"-"	50.5	4.21	"2012-06-10"	"-"
"mgm4548721.3"	NA	122	2479906581	NA	49.1954015262965	"mgs154190"	"mgp7380"	"-"	"marine algal bloom"	"marine pelagic feature"	"surface water"	"water"	"German Bight"	"North Sea"	"europe"	53.8955	8.0496	"2010-05-26"	"-"
"mgm4548722.3"	NA	109	1339876941	NA	81.350754434694	"mgs154202"	"mgp7380"	"-"	"marine algal bloom"	"marine algal bloom"	"surface water"	"water"	"German Bight"	"North Sea"	"europe"	54.4733	8.1972	"2010-05-28"	"-"
"mgm4548723.3"	NA	144	1687532956	NA	85.3316668501258	"mgs154196"	"mgp7380"	"-"	"marine algal bloom"	"marine algal bloom"	"surface water"	"water"	"German Bight"	"North Sea"	"europe"	54.4365	8.2328	"2010-05-29"	"-"
"mgm4550335.3"	NA	425	2649279830	NA	160.420954852474	"mgs156775"	"mgp7564"	"-"	"ocean biome"	"borehole"	"Water"	"water"	"Gippsland Basin"	"Australia"	"australia"	-38.1666666666667	148.416666666667	"2012-04-01"	"-"
"mgm4550336.3"	NA	373	2619598780	NA	142.388217175762	"mgs156775"	"mgp7564"	"-"	"ocean biome"	"borehole"	"Water"	"water"	"Gippsland Basin"	"Australia"	"australia"	-38.1666666666667	148.416666666667	"2012-04-01"	"-"
"mgm4552886.3"	NA	2616	3253196965	NA	804.132067054231	"mgs206903"	"mgp7948"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552887.3"	NA	25554	11005245604	NA	2321.98361758615	"mgs206906"	"mgp7949"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552888.3"	NA	9855	4201571591	NA	2345.55089364893	"mgs206909"	"mgp7950"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552952.3"	NA	17832	4636756738	NA	3845.79157536127	"mgs206912"	"mgp7957"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552953.3"	NA	28493	4439239936	NA	6418.44108693836	"mgs206915"	"mgp7958"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552954.3"	NA	2336	3074840942	NA	759.71409385507	"mgs206918"	"mgp7959"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552955.3"	NA	119409	12832980492	NA	9304.85323144057	"mgs206921"	"mgp7960"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552956.3"	NA	2199	3631646906	NA	605.510408064985	"mgs206990"	"mgp7961"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552957.3"	NA	10563	6198992762	NA	1703.98650321896	"mgs206993"	"mgp7962"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552958.3"	NA	7478	4348360255	NA	1719.72871645153	"mgs206996"	"mgp7963"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552959.3"	NA	13073	3764348731	NA	3472.84508800734	"mgs206999"	"mgp7964"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552960.3"	NA	19470	4453523056	NA	4371.81973803169	"mgs207002"	"mgp7965"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552961.3"	NA	2807	7318111605	NA	383.568897484722	"mgs207005"	"mgp7966"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552962.3"	NA	8959	4117096406	NA	2176.0481457135	"mgs207008"	"mgp7967"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
